Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
JPMorgan Chase Bank,0,North Merced Branch,5012,12/11/1981,09/25/2008,800 West Olive Avenue,Merced,Merced,CA,95340,37.31842,-120.4619,78948,77789,80181,80793,83609,96198,102772
JPMorgan Chase Bank,0,Grass Valley Branch,5013,02/10/1984,09/25/2008,428 Brunswick Road,Grass Valley,Nevada,CA,95945,39.18235,-121.00894,112319,107185,124363,129236,133613,154531,156800
JPMorgan Chase Bank,0,Placerville Branch,5014,01/01/1924,09/25/2008,3980 Missouri Flat Road,Placerville,El Dorado,CA,95667,38.71213,-120.84091,61300,60437,60189,59302,58821,62110,71017
JPMorgan Chase Bank,0,Tracy Branch,5015,03/11/1983,09/25/2008,691 West Eleventh Street,Tracy,San Joaquin,CA,95376,37.73972,-121.43575,71711,74952,76151,82839,88296,94205,101836
JPMorgan Chase Bank,0,Elk Grove Branch,5016,12/18/1978,09/25/2008,8725 Elk Grove Boulevard,Elk Grove,Sacramento,CA,95624,38.40902,-121.37987,63550,65819,78042,84981,90568,106566,118225
JPMorgan Chase Bank,0,Gold River Branch,5017,03/15/1989,09/25/2008,11200 Gold Express Drive,Gold River,Sacramento,CA,95670,38.62294,-121.26561,85461,92756,91773,95193,99068,113121,130610
JPMorgan Chase Bank,0,Woodland Branch,5018,01/01/1924,09/25/2008,1224 E. Gibson Road,Woodland,Yolo,CA,95776,38.66281,-121.76436,48206,47364,48199,48575,48025,55320,59071
JPMorgan Chase Bank,0,White Lane Branch,5019,04/22/1958,09/25/2008,2050 White Lane,Bakersfield,Kern,CA,93304,35.31773,-119.02619,39472,42005,48011,49412,53879,56052,60284
JPMorgan Chase Bank,0,Northchester Branch,5020,01/04/1960,09/25/2008,2314 North Chester Avenue,Bakersfield,Kern,CA,93308,35.42786,-119.02096,62346,64388,65313,66167,68160,68568,69473
JPMorgan Chase Bank,0,Rosedale Branch,5021,03/02/1970,09/25/2008,13107 Rosedale Highway,Bakersfield,Kern,CA,93314,,,75783,86383,102895,122041,134340,125524,136054
JPMorgan Chase Bank,0,Rosemont Branch,5022,01/01/1924,09/25/2008,9165 Kiefer Boulevard,Sacramento,Sacramento,CA,95826,38.54738,-121.35752,50566,50389,55020,53207,56134,62215,67041
JPMorgan Chase Bank,0,Park West Branch,5023,12/27/1956,09/25/2008,2551 5th Avenue,San Diego,San Diego,CA,92103,32.73193,-117.16024,73716,92087,119164,93913,100495,103307,112974
JPMorgan Chase Bank,0,Kearny Mesa Branch,5024,08/03/1981,09/25/2008,5303 Ruffin Road,San Diego,San Diego,CA,92123,32.83186,-117.12666,43771,60917,85401,85611,80161,85412,95888
JPMorgan Chase Bank,0,Mission Gorge Branch,5025,06/20/1968,09/25/2008,6116 Mission Gorge Road,San Diego,San Diego,CA,92120,32.78569,-117.09774,78782,82059,86874,96705,97652,106444,129334
JPMorgan Chase Bank,0,San Carlos Branch,5026,10/10/1969,09/25/2008,8850 Navajo Road,San Diego,San Diego,CA,92119,32.80295,-117.00703,173963,179457,189352,201284,211721,226157,238929
JPMorgan Chase Bank,0,Antelope Branch,5027,01/01/1924,09/25/2008,"4117 Elverta Road, Suite 101",Antelope,Sacramento,CA,95843,38.71447,-121.36968,41732,41473,45263,47298,51926,56606,62873
JPMorgan Chase Bank,0,Fair Oaks Branch,5028,01/01/1924,09/25/2008,8859 Madison Avenue,Fair Oaks,Sacramento,CA,95628,38.664,-121.22652,47914,50867,52283,55421,64881,68063,75248
JPMorgan Chase Bank,0,Ventura Road and Doris Branch,5030,09/23/1996,09/25/2008,860 North Ventura Road,Oxnard,Ventura,CA,93030,34.21082,-119.19451,73035,72968,76114,71952,72428,77840,82457
JPMorgan Chase Bank,0,Taraval Street and 19th Branch,5031,05/05/1965,09/25/2008,926 Taraval Street,San Francisco,San Francisco,CA,94116,37.74304,-122.47629,93832,100450,108496,114102,120192,133873,153170
JPMorgan Chase Bank,0,Mission Street Branch,5032,05/05/1965,09/25/2008,2900 Mission Street,San Francisco,San Francisco,CA,94110,37.7503,-122.41826,64357,66672,74948,81397,114167,95382,104254
JPMorgan Chase Bank,0,Noe Valley Branch,5033,05/05/1965,09/25/2008,3998 24th Street,San Francisco,San Francisco,CA,94114,37.75145,-122.43162,95327,101934,99764,101609,116724,130096,154790
JPMorgan Chase Bank,0,Market and 8th Branch,5034,05/05/1965,09/25/2008,1201 Market Street,San Francisco,San Francisco,CA,94103,37.77857,-122.41495,70992,76089,82435,85071,88045,103033,124547
JPMorgan Chase Bank,0,Main Street and Division Branch,5035,05/05/1965,09/25/2008,561 Main Street,Pleasanton,Alameda,CA,94566,37.6614,-121.87536,85938,91108,101829,113703,121888,143959,165128
JPMorgan Chase Bank,0,Blossom Hill Rd Branch,5036,05/05/1965,09/25/2008,405 Blossom Hill Rd,San Jose,Santa Clara,CA,95123,37.25144,-121.82862,77963,76613,85802,84936,89357,101911,112156
JPMorgan Chase Bank,0,Sepulveda Manhattan Beach Branch,5037,05/05/1965,09/25/2008,700 S Sepulveda BL,Manhattan Beach,Los Angeles,CA,90266,33.87332,-118.39573,116743,117947,134788,145564,154301,161660,188123
JPMorgan Chase Bank,0,Brentwood 26th St Branch,5038,05/05/1965,09/25/2008,226 26th St,Santa Monica,Los Angeles,CA,90402,34.04769,-118.49111,153058,162705,208858,219568,228569,260261,294384
JPMorgan Chase Bank,0,East Grand Avenue Branch,5039,05/05/1965,09/25/2008,130 E Grand Av,El Segundo,Los Angeles,CA,90245,33.91904,-118.41519,72536,78638,86537,89130,102521,128089,132337
JPMorgan Chase Bank,0,Garden Grove Valley View St Branch,5040,05/05/1965,09/25/2008,12555 Valley View,Garden Grove,Orange,CA,92845,33.78011,-118.03148,87647,90426,98970,107630,114464,121522,134662
JPMorgan Chase Bank,0,Gilroy Branch,5041,05/05/1965,09/25/2008,1177 First St,Gilroy,Santa Clara,CA,95020,37.01356,-121.59329,96743,97915,106209,111976,114046,124213,154753
JPMorgan Chase Bank,0,Marina Branch,5042,05/05/1965,09/25/2008,264 Reservation Rd,Marina,Monterey,CA,93933,36.68567,-121.79579,77096,74112,80934,84525,89262,99052,108745
JPMorgan Chase Bank,0,Carmel Valley Branch,5043,05/05/1965,09/25/2008,27845 Berwick Dr,Carmel,Monterey,CA,93923,36.52258,-121.80837,47529,51296,57545,63533,73299,77181,83250
JPMorgan Chase Bank,0,Sixth Street Branch,5044,05/05/1965,09/25/2008,San Carlos Street & 6th St,Carmel,Monterey,CA,93921,36.55565,-121.92182,62264,59942,67210,69369,70102,74158,76722
JPMorgan Chase Bank,0,Ninth and Hill Branch,5045,11/30/1980,09/25/2008,855 South Hill Street,Los Angeles,Los Angeles,CA,90014,34.04321,-118.25691,59746,61058,72732,79171,92271,98770,126596
JPMorgan Chase Bank,0,Panorama City Branch,5046,05/05/1965,09/25/2008,8450 Van Nuys Blvd,Panorama City,Los Angeles,CA,91402,34.22425,-118.44863,136165,134675,137286,133853,137508,152669,188358
JPMorgan Chase Bank,0,South Pacific Ave and 10th Branch,5047,05/05/1965,09/25/2008,1001 South Pacific Avenue,San Pedro,Los Angeles,CA,90731,33.7348,-118.28794,178414,174451,176473,173675,178480,192335,199405
JPMorgan Chase Bank,0,Citrus & Workman Bking Ctr Branch,5048,05/05/1965,09/25/2008,2800 East Workman Avenue,West Covina,Los Angeles,CA,91791,34.07527,-117.88686,90641,92384,97495,101360,114851,134248,150630
JPMorgan Chase Bank,0,South Soto Street Branch,5049,05/05/1965,09/25/2008,1350 South Soto Street,Los Angeles,Los Angeles,CA,90023,34.02522,-118.21976,50471,52324,56024,60575,66444,75078,80627
JPMorgan Chase Bank,0,Golden Springs Branch,5050,05/05/1965,09/25/2008,334 South Diamond Bar Boulevard,Diamond Bar,Los Angeles,CA,91765,34.01918,-117.80845,102699,114443,129945,143149,156612,177175,172808
JPMorgan Chase Bank,0,San Gabriel Branch,5051,05/05/1965,09/25/2008,120 West Las Tunas Drive,San Gabriel,Los Angeles,CA,91776,34.10268,-118.10048,159902,165423,175999,193766,202158,227515,305084
JPMorgan Chase Bank,0,Hilltop Mall Road Branch,5052,05/05/1965,09/25/2008,3110 Hilltop Mall Road,Richmond,Contra Costa,CA,94806,37.97944,-122.32469,95691,97273,105714,104805,106994,112701,123996
JPMorgan Chase Bank,0,Tice Valley Boulevard Branch,5053,05/05/1965,09/25/2008,1994 Tice Valley Boulevard,Walnut Creek,Contra Costa,CA,94595,37.87721,-122.07309,119217,112152,125522,121933,121932,126885,135559
JPMorgan Chase Bank,0,Los Feliz Branch,5054,05/05/1965,09/25/2008,1600 N Vermont Ave,Hollywood,Los Angeles,CA,90027,34.10002,-118.29177,197027,206238,231570,237494,247316,281802,315820
JPMorgan Chase Bank,0,Pico and Roxbury Branch,5055,05/05/1965,09/25/2008,9800 West Pico Boulevard,Los Angeles,Los Angeles,CA,90035,34.05374,-118.40284,125815,128545,144124,164688,176936,199420,210360
JPMorgan Chase Bank,0,El Monte Branch,5056,05/05/1965,09/25/2008,11001 East Valley Mall,El Monte,Los Angeles,CA,91731,34.07383,-118.0352,86525,89577,101609,107681,118731,129958,144264
JPMorgan Chase Bank,0,Fullerton Downtown Branch,5058,05/05/1965,09/25/2008,1235 N Harbor Blvd,Fullerton,Orange,CA,92832,33.8817,-117.92463,94815,100520,107892,111742,123219,132499,150544
JPMorgan Chase Bank,0,Park Labrea Branch,5059,05/05/1965,09/25/2008,6120 West Third Street,Los Angeles,Los Angeles,CA,90036,34.07047,-118.3539,118511,130072,140451,146993,159555,172809,198964
JPMorgan Chase Bank,0,Devonshire Street Branch,5060,05/05/1965,09/25/2008,18601 Devonshire Street,Northridge,Los Angeles,CA,91324,34.25728,-118.53863,94343,94891,100204,107922,109783,118035,128515
JPMorgan Chase Bank,0,Downey Paramount Branch,5061,05/05/1965,09/25/2008,10200 Paramount Boulevard,Downey,Los Angeles,CA,90241,33.95324,-118.13026,70428,68199,77636,87076,96850,112089,127612
JPMorgan Chase Bank,0,5291 Mission Oaks Branch,5062,05/05/1965,09/25/2008,5291 Mission Oaks,Camarillo,Ventura,CA,93012,34.19371,-119.00713,92887,95113,95746,98689,104713,116583,129952
JPMorgan Chase Bank,0,Universal Branch,5064,07/08/1957,09/25/2008,4455 Lankershim Blvd,North Hollywood,Los Angeles,CA,91602,34.1521,-118.36689,127781,131207,144495,168281,180747,207537,225660
JPMorgan Chase Bank,0,Reseda Branch,5065,07/08/1957,09/25/2008,19323 Victory Blvd,Reseda,Los Angeles,CA,91335,34.18665,-118.55427,86912,85208,90590,92766,94020,98667,106946
JPMorgan Chase Bank,0,San Dimas Branch,5066,07/08/1957,09/25/2008,1198 Via Verde,San Dimas,Los Angeles,CA,91773,34.07272,-117.83047,76757,78860,88841,91197,108716,128995,136519
JPMorgan Chase Bank,0,East Glendora Branch,5067,07/08/1957,09/25/2008,1905 East Route 66,Glendora,Los Angeles,CA,91740,34.12853,-117.82853,107239,114269,124189,125484,134712,149675,174358
JPMorgan Chase Bank,0,Chatsworth Street Branch,5068,06/30/1989,09/25/2008,17900 Chatsworth Street,Granada Hills,Los Angeles,CA,91344,34.26491,-118.52378,141452,144890,164115,166946,176937,193293,221837
JPMorgan Chase Bank,0,Aptos Branch,5069,12/27/1988,09/25/2008,7851 Soquel Dr,Aptos,Santa Cruz,CA,95003,36.97835,-121.90709,67348,67732,67915,72081,84612,96564,110467
JPMorgan Chase Bank,0,Torrance Del Amo Branch,5070,08/01/1994,09/25/2008,21660 Hawthorne Boulevard,Torrance,Los Angeles,CA,90503,33.83173,-118.35254,199074,206110,218991,237467,246023,259589,365084
JPMorgan Chase Bank,0,Winnetka Woodland Hills Branch,5071,12/12/1994,09/25/2008,20040 Ventura Boulevard,Woodland Hills,Los Angeles,CA,91364,34.17129,-118.56989,64811,68958,76607,89102,103115,105069,110501
JPMorgan Chase Bank,0,Foothill Ranch Branch,5072,04/10/1998,09/25/2008,26791 Portola Parkway,Foothill Ranch,Orange,CA,92610,33.67832,-117.66241,72472,78438,87540,93599,105702,109498,125855
JPMorgan Chase Bank,0,Portola Valley Branch,5074,07/01/1997,09/25/2008,"3130 Alpine Road, Suite 170",Portola Valley,San Mateo,CA,94028,37.40121,-122.19261,92897,98760,103791,99125,107345,116512,154299
JPMorgan Chase Bank,0,Watts Branch,5075,09/15/1997,09/25/2008,"10221 South Compton Avenue, Suite 100",Los Angeles,Los Angeles,CA,90002,33.94407,-118.24629,29232,29766,32872,33021,36880,40605,48611
JPMorgan Chase Bank,0,Northridge Plaza Branch,5077,07/01/1997,09/25/2008,19500 Plummer Street,Northridge,Los Angeles,CA,91324,34.24274,-118.55911,151063,148020,148953,158265,166694,177484,352990
JPMorgan Chase Bank,0,Niblick Road Branch,5078,07/01/1997,09/25/2008,144 Niblick Road,Paso Robles,San Luis Obispo,CA,93446,35.61501,-120.68309,61887,64889,67254,78979,91528,104212,121329
JPMorgan Chase Bank,0,Cooper City Branch,5079,07/01/1997,09/25/2008,"5500 South Flamingo Road, Suite 100",Cooper City,Broward,FL,33330,26.0487,-80.31296,74873,81164,96591,115125,136304,154696,164262
JPMorgan Chase Bank,0,Linton and Federal Hwy Branch,5080,07/01/1997,09/25/2008,1755 South Federal Highway,Delray Beach,Palm Beach,FL,33483,26.44644,-80.06796,48914,49363,56806,58258,65441,86761,103161
JPMorgan Chase Bank,0,Melbourne Square Branch,5082,07/01/1997,09/25/2008,"1990 West New Haven Avenue, #101",Melbourne,Brevard,FL,32904,28.07895,-80.65283,42699,44906,55363,71322,71602,77005,81917
JPMorgan Chase Bank,0,Cutler Ridge Branch,5083,07/01/1997,09/25/2008,10808 Caribbean Boulevard,Miami,Miami-Dade,FL,33189,25.57814,-80.36663,54841,55522,63745,69099,71575,99532,105333
JPMorgan Chase Bank,0,Greenacres City Branch,5084,07/01/1997,09/25/2008,6710 Forest Hill Boulevard,West Palm Beach,Palm Beach,FL,33413,26.65109,-80.14855,71508,71744,79280,82677,82962,88932,95359
JPMorgan Chase Bank,0,Clermont Branch,5085,01/06/1999,09/25/2008,220 Citrus Tower Boulevard,Clermont,Lake,FL,34711,28.56497,-81.7416,33813,36144,44241,54941,60871,64993,75722
JPMorgan Chase Bank,0,Royal Palm Beach Branch,5086,02/01/1999,09/25/2008,1102 Royal Palm Beach Boulevard,Royal Palm Beach,Palm Beach,FL,33411,26.70831,-80.22903,51877,55398,61150,67721,71929,85130,94618
JPMorgan Chase Bank,0,Wellington Branch,5087,03/01/1999,09/25/2008,1480 Greenview Shores Road,Wellington,Palm Beach,FL,33414,26.6602,-80.26756,62450,72149,90293,97776,108199,119786,131497
JPMorgan Chase Bank,0,Hillcroft Fiesta Branch,5090,10/03/1998,09/25/2008,6200 Bellaire Boulevard,Houston,Harris,TX,77081,29.70555,-95.49192,23619,23557,27786,31881,33764,40928,44513
JPMorgan Chase Bank,0,Chico East Branch,5091,10/03/1998,09/25/2008,"2156 Pillsbury Rd, Ste 150",Chico,Butte,CA,95926,39.76087,-121.84441,52897,53945,59310,66799,72976,79542,89491
JPMorgan Chase Bank,0,Laguna Branch,5092,06/07/1999,09/25/2008,"7427 Laguna Boulevard, Suite 120",Elk Grove,Sacramento,CA,95758,38.42353,-121.41477,68514,68620,77437,80833,83125,90643,102245
JPMorgan Chase Bank,0,Dickson Hill Branch,5093,04/05/1999,09/25/2008,305 Dickson Hill Road,Fairfield,Solano,CA,94533,38.2907,-122.03303,37497,39599,41853,42363,47895,57617,66023
JPMorgan Chase Bank,0,Folsom Branch,5094,02/16/1999,09/25/2008,1012-1 Riley Street,Folsom,Sacramento,CA,95630,38.67088,-121.16827,51487,55965,59536,64167,71022,66947,80188
JPMorgan Chase Bank,0,Hemet Branch,5095,10/03/1998,09/25/2008,105 North Cawston Avenue,Hemet,Riverside,CA,92545,33.74778,-117.0155,104015,102194,106267,109295,117027,124451,127319
JPMorgan Chase Bank,0,LA Crescenta Branch,5096,10/03/1998,09/25/2008,2963 Foothill Boulevard,LA Crescenta,Los Angeles,CA,91214,34.22674,-118.24411,85129,87054,92908,95852,106877,119655,134248
JPMorgan Chase Bank,0,Monterey Branch,5097,10/03/1999,09/25/2008,291 Alvarado Street,Monterey,Monterey,CA,93940,36.60098,-121.89395,124366,126339,129783,131178,135450,150171,167505
JPMorgan Chase Bank,0,Soscol Avenue Branch,5098,10/03/1998,09/25/2008,257 Soscol Avenue,Napa,Napa,CA,94559,38.28458,-122.27471,24755,27532,33578,34385,37496,44156,49551
JPMorgan Chase Bank,0,North Coral Springs Branch,5100,12/06/1999,09/25/2008,10585 Wiles Road,Coral Springs,Broward,FL,33076,26.28735,-80.2685,54729,61590,77098,84595,94559,106160,134522
JPMorgan Chase Bank,0,Fort Lauderdale Downtown Branch,5101,08/12/1999,09/25/2008,790 East Broward Blvd.,Fort Lauderdale,Broward,FL,33301,26.12244,-80.13531,37051,45430,56341,61483,72881,81690,97203
JPMorgan Chase Bank,0,Red Road Branch,5102,02/01/2000,09/25/2008,401 West 49th Street,Hialeah,Miami-Dade,FL,33012,25.86672,-80.29152,50579,54946,60317,67804,67817,76490,92094
JPMorgan Chase Bank,0,Crown Centre Plaza Branch,5103,06/05/2000,09/25/2008,2596 Enterprise Road,Orange City,Volusia,FL,32763,28.91509,-81.29392,22923,26679,33989,45139,47043,52273,60812
JPMorgan Chase Bank,0,Center Point Energy Branch,5106,12/30/1988,09/25/2008,"1111 Louisiana, Suite 100",Houston,Harris,TX,77002,29.75744,-95.36839,63439,68712,105830,128496,111470,108353,111970
JPMorgan Chase Bank,0,Memorial City Branch,5107,12/21/1937,09/25/2008,12320 Kingsride,Houston,Harris,TX,77024,29.77909,-95.54574,54746,51494,54849,57760,63757,69789,74488
JPMorgan Chase Bank,0,Oak Forest and W43rd St Branch,5108,12/30/1988,09/25/2008,1351 W 43rd,Houston,Harris,TX,77018,29.82819,-95.43417,92313,88873,88713,93599,101998,103639,111909
JPMorgan Chase Bank,0,Uptown Park Branch,5109,06/30/1986,09/25/2008,5020 San Felipe,Houston,Harris,TX,77056,29.75027,-95.46252,89280,98361,129930,157297,187726,202588,219690
JPMorgan Chase Bank,0,South Gessner and 59s Branch,5110,12/30/1988,09/25/2008,8120 S. Gessner,Houston,Harris,TX,77036,29.69022,-95.53437,71414,70399,71690,72147,76119,79779,84104
JPMorgan Chase Bank,0,Voss Woodway Branch,5111,12/21/1937,09/25/2008,1405 S Voss Road,Houston,Harris,TX,77057,29.75303,-95.50107,79750,81038,83487,94394,101474,103035,113560
JPMorgan Chase Bank,0,Memorial Branch,5112,12/21/1937,09/25/2008,13201 Memorial Dr,Houston,Harris,TX,77079,29.77261,-95.57422,64657,68462,69389,74189,78263,88175,93065
JPMorgan Chase Bank,0,Meyerland Branch,5117,10/01/1958,09/25/2008,8575 W. Loop South,Houston,Harris,TX,77096,29.68751,-95.45854,97552,99894,108061,112177,123744,122157,125341
JPMorgan Chase Bank,0,Greens Road Branch,5118,10/01/1958,09/25/2008,213 West Greens Road,Houston,Harris,TX,77067,29.94893,-95.42117,28657,29540,33440,35965,39265,45577,44220
JPMorgan Chase Bank,0,Fondren Road and Bellport Branch,5121,10/01/1958,09/25/2008,11220 Fondren Road,Houston,Harris,TX,77096,29.65717,-95.50859,28093,29583,30243,29085,28744,31609,33676
JPMorgan Chase Bank,0,Grogans Mill Branch,5122,10/01/1958,09/25/2008,2100 Buckthorne Place,The Woodlands,Montgomery,TX,77380,30.1426,-95.46931,58321,59562,67834,70052,81977,95676,100408
JPMorgan Chase Bank,0,Little Road and I 20 Branch,5123,06/30/1985,09/25/2008,4500 Little Road,Arlington,Tarrant,TX,76016,32.67448,-97.19939,34235,34696,37371,38615,41257,48390,51471
JPMorgan Chase Bank,0,Highway 6 and Longenbaugh Branch,5124,06/30/1986,09/25/2008,7755 Highway 6 North,Houston,Harris,TX,77095,29.89063,-95.64162,63553,62646,67016,68384,72630,77209,87959
JPMorgan Chase Bank,0,Gold Dome Branch,5126,05/14/1990,09/25/2008,3120 Sw Freeway,Houston,Harris,TX,77098,29.73065,-95.42605,105937,108873,114230,126047,132866,138353,142223
JPMorgan Chase Bank,0,El Camino Real Branch,5127,01/01/1963,09/25/2008,16802 El Camino Real,Houston,Harris,TX,77058,29.55445,-95.12003,85684,87758,91488,95898,103993,107896,118148
JPMorgan Chase Bank,0,Sagemont Branch,5128,06/30/1985,09/25/2008,10997 Scarsdale Blvd,Houston,Harris,TX,77089,29.58613,-95.21217,51902,52902,60735,66882,73296,79191,90768
JPMorgan Chase Bank,0,Meadow Central Branch,5130,12/07/1961,09/25/2008,10501 N. Central Expy,Dallas,Dallas,TX,75231,32.89036,-96.76997,38732,42444,52337,43023,45876,47724,50119
JPMorgan Chase Bank,0,Redbird Branch,5132,12/07/1961,09/25/2008,3535 West Camp Wisdom,Dallas,Dallas,TX,75237,32.66236,-96.87808,12101,12037,12003,13346,13846,15137,18163
JPMorgan Chase Bank,0,Castle Hills Branch,5135,06/30/1985,09/25/2008,2323 N.W. Military Highway,San Antonio,Bexar,TX,78231,29.54364,-98.52887,27242,24337,26310,25932,26282,26050,29162
JPMorgan Chase Bank,0,North Josey and Rosemeade Branch,5137,05/31/1989,09/25/2008,3654 N. Josey Ln.,Carrollton,Denton,TX,75007,33.0106,-96.88677,43939,45218,46580,51514,54694,61559,65951
JPMorgan Chase Bank,0,Brown Trail Branch,5138,06/30/1987,09/25/2008,2901 Brown Trail,Bedford,Tarrant,TX,76021,32.85325,-97.15992,54713,57304,72692,71900,83088,94737,93159
JPMorgan Chase Bank,0,Preston Forest Branch,5140,01/01/1932,09/25/2008,11611 Preston Forest Village,Dallas,Dallas,TX,75230,32.90671,-96.80423,62780,66932,77985,84549,79938,94435,103725
JPMorgan Chase Bank,0,West 12th Street and S Admas Branch,5141,01/01/1932,09/25/2008,505 W 12th Street,Dallas,Dallas,TX,75208,32.74126,-96.83057,36418,35942,36974,38763,43471,46414,51035
JPMorgan Chase Bank,0,Ferndale and Northwest Highway Branch,5144,01/01/1932,09/25/2008,8530 Ferndale Road,Dallas,Dallas,TX,75238,32.86501,-96.71062,39235,40737,43735,47988,48754,48878,54823
JPMorgan Chase Bank,0,Prestonwood Branch,5147,01/01/1932,09/25/2008,6021 Campbell Road,Dallas,Dallas,TX,75248,32.98345,-96.80373,39326,40804,49391,54255,63510,92161,89650
JPMorgan Chase Bank,0,Kingwood Towne Center Branch,5149,10/15/1993,09/25/2008,4420 Kingwood Dr.,Kingwood,Harris,TX,77339,30.04978,-95.18489,85680,97972,116755,127845,143359,166313,175630
JPMorgan Chase Bank,0,1600 N. Plano Rd Branch,5151,12/21/1937,09/25/2008,"1600 N. Plano Rd., Suite 2500",Richardson,Dallas,TX,75081,32.96808,-96.69969,31657,33388,36887,39702,43653,45512,49539
JPMorgan Chase Bank,0,Central and East 15th St Branch,5163,12/15/1997,09/25/2008,551 East 15th Street,Plano,Collin,TX,75074,33.01978,-96.70815,21771,21945,28435,29992,32583,37522,44917
JPMorgan Chase Bank,0,Cross Timbers and Morriss Branch,5186,09/17/1998,09/25/2008,2211 Cross Timbers Road,Flower Mound,Denton,TX,75028,33.0344,-97.06262,42335,46336,51577,56729,62909,75002,81846
JPMorgan Chase Bank,0,North Beach Branch,5188,04/09/1999,09/25/2008,4501 Western Center Boulevard,Fort Worth,Tarrant,TX,76137,32.86122,-97.28989,24613,27115,30968,34942,37734,44185,50318
JPMorgan Chase Bank,0,South Carrier Pkwy and I 20 Branch,5192,10/19/1998,09/25/2008,3980 South Carrier Parkway,Grand Prairie,Dallas,TX,75052,32.67714,-97.00698,29562,31386,37149,40211,42257,47824,56712
JPMorgan Chase Bank,0,Montrose Boulevard Branch,5197,12/28/1998,09/25/2008,4313 Montrose Boulevard,Houston,Harris,TX,77006,29.73431,-95.39113,47898,56625,63562,83156,95224,103804,113256
JPMorgan Chase Bank,0,River Oaks Branch,5198,09/30/1998,09/25/2008,1934 West Gray Street,Houston,Harris,TX,77019,29.75311,-95.40453,57662,65691,71013,89768,105231,123184,135293
JPMorgan Chase Bank,0,Valley Ranch Branch,5204,06/14/1999,09/25/2008,8585 North Macarthur Boulevard,Irving,Dallas,TX,75063,32.92328,-96.95615,37390,45654,54983,64749,79004,91352,109061
JPMorgan Chase Bank,0,South Mason Road Branch,5206,11/23/1999,09/25/2008,1565 South Mason Road,Katy,Harris,TX,77450,29.75901,-95.75143,74094,83210,91504,93805,128636,135089,149689
JPMorgan Chase Bank,0,Aliso Branch,5226,12/09/1999,09/25/2008,26821 Aliso Creek Road,Aliso Viejo,Orange,CA,92656,33.57452,-117.7235,89447,102337,124302,140566,157800,181424,211756
JPMorgan Chase Bank,0,Lone Tree Branch,5227,09/20/1999,09/25/2008,4300 Lone Tree Way,Antioch,Contra Costa,CA,94531,37.96757,-121.78487,56296,58083,61433,63281,64079,67207,71942
JPMorgan Chase Bank,0,Fairfield Branch,5228,05/01/2000,09/25/2008,5095 Business Center Drive,Fairfield,Solano,CA,94534,38.21646,-122.14465,49069,51287,59837,58029,64634,74155,83023
JPMorgan Chase Bank,0,Scripps Poway Branch,5229,06/05/2000,09/25/2008,10541 Scripps Poway Parkway,San Diego,San Diego,CA,92131,32.93725,-117.10112,77096,83063,94517,105373,111643,128110,148586
JPMorgan Chase Bank,0,Vacaville Branch,5230,09/13/1999,09/25/2008,"2011 Harbison Avenue, Suite A",Vacaville,Solano,CA,95687,38.36198,-121.96343,46559,45193,46097,47988,54233,57418,65208
JPMorgan Chase Bank,0,Eighty Sixth St and 19th Branch,5233,09/20/1929,09/25/2008,1901 86th Street,Brooklyn,Kings,NY,11214,40.60596,-74.00039,195770,190571,188539,203894,213179,218663,236990
JPMorgan Chase Bank,0,Flatbush Branch,5235,10/08/1932,09/25/2008,1101 Avenue J,Brooklyn,Kings,NY,11230,40.62481,-73.96481,168325,166328,178360,202206,225287,246898,282050
JPMorgan Chase Bank,0,Walt Whitman Branch,5238,03/19/1976,09/25/2008,150 Walt Whitman Road,Huntington Station,Suffolk,NY,11746,40.82528,-73.41217,138470,138693,142428,142795,142998,145321,217044
JPMorgan Chase Bank,0,Miller Place Branch,5240,07/01/1980,09/25/2008,385 Route 25a Suite 5,Miller Place,Suffolk,NY,11764,40.94163,-72.9887,80437,85419,97779,99300,97617,102429,116923
JPMorgan Chase Bank,0,New City Branch,5244,12/27/1973,09/25/2008,102 South Main Street,New City,Rockland,NY,10956,41.14384,-73.99008,90135,83165,86344,87117,85517,85694,85607
JPMorgan Chase Bank,0,Huntington Square Mall Branch,5246,09/27/1980,09/25/2008,17 Huntington Square Mall,East Northport,Suffolk,NY,11731,40.84018,-73.31469,139273,132337,124736,120264,155803,157482,170191
JPMorgan Chase Bank,0,Fulton and Bond St Branch,5250,04/12/1983,09/25/2008,490 Fulton St,Brooklyn,Kings,NY,11201,40.69006,-73.98312,201285,188858,181469,184374,190112,192304,209622
JPMorgan Chase Bank,0,Franklin Gate Branch,5251,06/24/1983,09/25/2008,654 Franklin Avenue,Franklin Square,Nassau,NY,11010,40.69059,-73.68511,133178,130207,131174,135692,125677,130902,138980
JPMorgan Chase Bank,0,Sunrise Mall Branch,5254,02/13/1988,09/25/2008,6 Carmans Rd,Massapequa,Nassau,NY,11758,40.6806,-73.43187,115827,107815,105013,107495,105147,103131,109082
JPMorgan Chase Bank,0,Kings Highway Branch,5256,10/01/1993,09/25/2008,1521 Kings Highway,Brooklyn,Kings,NY,11229,40.60907,-73.95769,81139,80286,83366,89712,98321,106781,115215
